Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Aggressor,N.I,1.81,42,M,None,T-shirt,Pants,Sneakers,None,No,Other,None,Moving,157,317,222,458,Fighting
Law Officer,Native,1.72,35,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,267,239,346,530,Guarding
Law Officer,Native,1.67,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,358,260,419,569,Guarding
Law Officer,Black,1.69,39,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,516,247,589,461,Guarding
Law Officer,N.I,1.70,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,602,253,667,492,Guarding
Law Officer,N.I,1.63,27,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,674,226,749,561,Guarding
Law Officer,N.I,1.71,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,758,208,837,639,Guarding
Law Officer,N.I,1.72,42,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,861,243,983,583,Guarding
Law Officer,White,1.72,45,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1000,215,1105,635,Guarding
Law Officer,N.I,1.68,51,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1087,244,1188,600,Guarding
Law Officer,N.I,1.75,31,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,1155,241,1233,614,Guarding
Viewer,White,1.71,38,M,Face mask,N.I,N.I,N.I,None,No,No,None,Standing,189,583,281,720,Screaming
Viewer,N.I,1.75,36,M,Face mask,N.I,N.I,N.I,None,No,No,None,Standing,472,499,606,720,Screaming
Viewer,N.I,1.74,33,M,Cap|face mask,N.I,N.I,N.I,None,No,No,None,Standing,603,375,762,680,Screaming
Viewer,Native,1.72,25,M,Glasses|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,220,54,394,571,Walking
Viewer,White,1.75,28,M,Hat|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,355,92,526,386,Walking
Viewer,Native,1.68,29,M,Mask,Sweater,N.I,N.I,None,No,No,None,Standing,480,135,665,662,Walking
Viewer,Native,1.78,30,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Standing,714,109,849,444,Walking
Viewer,Native,1.76,34,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,796,41,1003,683,Walking
Viewer,Native,1.73,29,M,Tied T-shirt|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,1053,86,1257,653,Walking
Victim,Native,1.72,18,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,1,49,189,506,Walking
Victim,White,1.70,19,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Crouched,252,110,584,612,Walking
Victim,White,1.73,21,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Standing,566,30,822,670,Walking
Viewer,White,1.70,34,M,Helmet|glasses|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,713,27,1228,687,Walking
Viewer,Native,1.68,19,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,502,290,627,506,Guarding
Viewer,Native,1.70,18,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,591,251,667,469,Guarding
Viewer,Native,1.70,23,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Crouched,615,300,706,488,Guarding
Viewer,Native,1.73,30,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,665,284,731,505,Guarding
Viewer,White,1.72,29,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,750,222,820,486,Guarding
Viewer,White,1.72,22,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,771,325,878,545,Guarding
Viewer,Native,1.70,18,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Crouched,887,271,991,513,Guarding
Viewer,Native,1.59,23,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,996,219,1122,536,Guarding
Viewer,Black,1.68,21,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Crouched,1188,244,1255,518,Guarding
Law Officer,Black,1.75,34,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,268,465,372,612,Guarding
Law Officer,Black,1.73,36,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Crouched,442,349,544,569,Guarding
Law Officer,Native,1.69,29,M,Helmet,Jacket|shirt,Pants,Boots,None,No,Other,None,Standing,636,330,713,621,Guarding
Viewer,Native,1.76,26,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,Text,Standing,236,249,292,492,Protesting
Viewer,White,1.79,28,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,297,212,344,483,Protesting
Viewer,White,1.73,26,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,Text,Standing,352,247,436,552,Protesting
Viewer,Native,1.69,26,M,Cap|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,427,225,511,538,Protesting
Viewer,Native,1.68,38,M,Cap|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,484,240,579,487,Protesting
Viewer,White,1.74,33,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Standing,537,247,644,501,Protesting
Viewer,White,1.71,26,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Standing,614,264,746,609,Protesting
Viewer,Native,1.68,27,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,Text,Standing,905,238,992,528,Protesting
Viewer,Native,1.67,33,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Standing,992,219,1114,562,Protesting
Viewer,Black,1.74,31,M,None,Coat,Pants,Sneakers,None,No,No,None,Standing,305,284,432,664,Protesting
Law Officer,Native,1.72,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,463,283,561,499,Guarding
Law Officer,White,1.75,36,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,601,318,681,496,Guarding
Viewer,Native,1.68,42,M,Jeans,T-shirt,Jeans,Sneakers,None,No,No,None,Standing,609,287,814,682,Screaming
Law Officer,Black,1.78,45,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,801,283,874,475,Guarding
Law Officer,Black,1.76,51,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,891,286,965,480,Guarding
Viewer,Native,1.73,31,M,Cap|face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,987,273,1253,696,Staring
Viewer,Native,1.68,24,M,Helmet|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,6,274,45,538,Screaming
Viewer,Native,1.73,37,M,Face mask,T-shirt|backpack,Pants,Sneakers,None,No,No,None,Moving,48,290,144,664,Staring
Viewer,Native,1.70,35,M,Helmet|face mask,T-shirt|backpack,Shorts,Sneakers,None,No,No,None,Moving,113,213,389,720,Staring
Viewer,Native,1.68,24,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,313,271,368,543,Staring
Viewer,Native,1.70,28,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,379,243,459,540,Staring
Viewer,Native,1.73,23,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,485,282,648,627,Staring
Viewer,Native,1.68,25,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,507,167,620,573,Screaming
Viewer,Native,1.70,27,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,632,269,728,531,Screaming
Viewer,Native,1.70,31,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,810,235,891,544,Staring
Viewer,Native,1.68,27,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,901,238,1042,639,Screaming
Viewer,Native,1.75,32,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1176,222,1275,556,Screaming
Law Officer,Black,1.69,33,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,67,206,226,608,Walking
Law Officer,Native,1.72,31,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,180,179,254,631,Walking
Law Officer,Native,1.70,29,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,248,178,400,641,Walking
Law Officer,Native,1.64,35,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,422,135,639,699,Walking
Law Officer,Black,1.72,46,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,607,49,854,661,Walking
Law Officer,Black,1.74,40,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,793,73,1059,628,Walking
Viewer,Native,1.73,30,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,48,234,167,649,Protesting
Viewer,Native,1.73,32,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,118,149,187,506,Protesting
Viewer,Black,1.80,42,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,161,177,244,534,Protesting
Viewer,Native,1.72,23,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,248,243,324,541,Protesting
Viewer,White,1.73,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,323,195,380,525,Protesting
Viewer,Native,1.68,22,F,Face mask,T-shirt,Jeans,N.I,None,No,No,Text,Moving,372,140,509,660,Protesting
Viewer,Native,1.72,26,M,Face mask,Sweater,Pants,N.I,None,No,No,Text,Moving,463,164,555,575,Protesting
Viewer,Black,1.71,27,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,531,167,648,570,Protesting
Viewer,White,1.69,22,F,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,648,234,832,654,Protesting
Viewer,Native,1.75,33,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,776,187,879,495,Protesting
Viewer,White,1.78,30,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,Text,Moving,915,97,1196,666,Protesting
Viewer,Native,1.70,35,M,None,Sweater,N.I,Sneakers,None,No,No,Text,Moving,168,273,197,410,Protesting
Viewer,Native,1.72,42,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,235,265,285,465,Protesting
Viewer,Native,1.75,37,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,293,249,355,453,Protesting
Viewer,Native,1.71,35,M,Face mask,Sweater,Shorts,N.I,None,No,No,Text,Moving,361,284,420,512,Protesting
Viewer,Native,1.68,32,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,411,297,468,525,Protesting
Viewer,White,1.70,28,M,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,462,299,503,482,Protesting
Viewer,Native,1.75,33,M,Face mask,T-shirt,N.I,Sneakers,None,No,No,Text,Moving,528,282,585,484,Protesting
Viewer,White,1.71,42,M,Face mask,T-shirt,Pants,N.I,None,No,No,Text,Moving,591,275,637,465,Protesting
Viewer,Black,1.70,35,F,Face mask,T-shirt,Pants,N.I,None,No,No,Text,Moving,585,330,692,590,Protesting
Viewer,Native,1.65,41,M,Cap|face mask,T-shirt,Pants,N.I,None,No,No,None,Moving,683,265,754,503,Protesting
Viewer,Native,1.80,23,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,720,293,792,588,Protesting
Viewer,White,1.70,32,M,None,Sweater,N.I,N.I,None,No,No,Text,Moving,771,283,832,510,Protesting
Viewer,Native,1.63,25,F,Cap|face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,896,284,962,574,Protesting
Viewer,Native,1.72,26,M,Face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,903,321,1049,714,Protesting
Viewer,White,1.70,32,M,Face mask,Coat,Pants,Sneakers,None,No,No,Text,Moving,1048,303,1120,527,Protesting
Viewer,White,1.68,41,M,Face mask,Coat,Pants,Sneakers,None,No,No,None,Moving,1149,223,1210,445,Protesting
Viewer,White,1.73,23,M,Helmet|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,28,241,201,658,Protesting
Viewer,Native,1.67,58,F,None,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,103,208,226,544,Protesting
Viewer,White,1.70,36,M,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,209,218,355,628,Protesting
Viewer,Native,1.66,36,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,303,275,367,579,Protesting
Viewer,White,1.71,23,M,Face mask,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,340,231,448,593,Protesting
Viewer,Native,1.68,25,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,419,243,529,586,Protesting
Viewer,Black,1.73,28,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,479,312,633,660,Protesting
Viewer,White,1.70,31,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,642,306,752,631,Protesting
Law Officer,Native,1.72,43,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,160,38,258,298,Guarding
Law Officer,Native,1.68,40,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,255,96,310,265,Guarding
Viewer,Native,1.69,39,M,Helmet|face mask,Shirt,Jeans,Shoes,None,No,No,None,Moving,325,66,419,301,Walking
Viewer,Native,1.66,60,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,53,75,151,299,Walking
Viewer,Native,1.76,47,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,142,101,240,327,Walking
Victim,Native,1.79,54,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,245,85,338,286,Walking
Viewer,Native,1.73,18,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,313,94,431,318,Walking
Viewer,Native,1.69,46,F,Cap|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,414,87,554,323,Walking
Victim,Native,1.68,22,M,None,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,82,23,247,313,Walking
Viewer,Native,1.74,37,M,Face mask,Shirt,N.I,N.I,None,No,No,None,Moving,269,41,403,307,Walking
Viewer,Black,1.71,19,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,391,63,471,266,Walking
Law Officer,Native,1.68,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,38,112,84,251,Walking
Law Officer,Native,1.67,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,71,92,119,216,Walking
Law Officer,Native,1.69,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,114,110,160,268,Walking
Law Officer,Black,1.74,33,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,166,105,236,237,Walking
Law Officer,Black,1.64,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,278,88,319,209,Walking
Law Officer,Native,1.68,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,325,57,364,157,Walking
Law Officer,Native,1.73,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,362,66,388,145,Walking
Law Officer,Black,1.64,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,416,86,450,182,Walking
Law Officer,Native,1.66,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,395,109,447,262,Walking
Law Officer,White,1.80,44,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,449,96,506,260,Walking
Viewer,Native,1.74,37,F,None,Shirt,Jeans,N.I,None,No,No,None,Moving,460,73,492,146,Staring
Viewer,Native,1.67,28,M,None,Blouse,Jeans,N.I,None,No,No,None,Standing,492,62,514,150,Staring
Law Officer,Black,1.69,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,519,69,538,145,Walking
Law Officer,Native,1.74,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,556,77,586,155,Walking
Law Officer,Native,1.64,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,590,99,635,277,Walking
Law Officer,Native,1.68,31,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,6,228,162,664,Guarding
Law Officer,Native,1.67,27,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,118,166,185,414,Guarding
Viewer,Black,1.69,26,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,205,186,313,583,Walking
Viewer,Native,1.74,43,M,Face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,646,49,750,288,Walking
Viewer,White,1.64,37,M,Face mask,Blouse,Jeans,Sneakers,None,No,No,None,Moving,757,49,810,257,Walking
Viewer,Native,1.68,36,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,803,64,865,303,Walking
Viewer,Native,1.72,40,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,883,25,957,296,Walking
Viewer,White,1.70,42,F,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,955,36,1020,275,Walking
Law Officer,White,1.79,51,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Standing,980,15,1080,244,Talking
Viewer,Black,1.73,33,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,245,375,419,688,Talking
Viewer,Native,1.64,34,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,471,77,735,699,Protesting
Viewer,Native,1.66,34,F,Tied T-shirt|face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,642,445,818,691,Protesting
Viewer,Native,1.80,45,F,Tied T-shirt|face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,959,386,1202,719,Protesting
Viewer,White,1.74,40,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,241,32,831,691,Protesting
Viewer,White,1.67,23,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,629,431,853,704,Protesting
Viewer,White,1.69,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,839,480,1013,691,Protesting
Viewer,White,1.74,30,F,Glasses|face mask,Blouse ,N.I,N.I,None,No,No,None,Moving,1044,532,1174,691,Protesting
Viewer,Native,1.64,26,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,1146,475,1255,688,Protesting
Viewer,Native,1.72,22,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,446,356,518,547,Protesting
Viewer,Black,1.68,43,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,501,369,558,532,Protesting
Viewer,Native,1.69,23,M,Face mask,Sweater|backpack,Shorts,Sneakers,None,No,No,None,Moving,537,386,626,582,Protesting
Viewer,Native,1.66,40,M,Face mask,Shirt,Shorts,Sneakers,None,No,No,None,Moving,688,349,765,577,Protesting
Viewer,Native,1.76,16,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,802,393,893,619,Protesting
Viewer,Native,1.79,14,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,1066,384,1180,621,Protesting
Viewer,White,1.74,19,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,41,139,229,648,Protesting
Viewer,Native,1.69,23,F,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,149,221,362,704,Protesting
Viewer,Native,1.74,24,M,Face mask,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,414,239,494,486,Protesting
Viewer,Black,1.64,26,M,Face mask,Sweater,Shorts,N.I,None,No,No,None,Moving,453,188,709,706,Protesting
Viewer,Native,1.66,33,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,566,197,665,423,Protesting
Viewer,Native,1.71,35,F,Face mask,Shirt,Joggers,N.I,None,No,No,None,Moving,701,248,784,465,Protesting
Viewer,Black,1.74,42,M,Face mask,Sweater,Pants,Shoes,None,No,No,None,Moving,755,232,911,673,Protesting
Law Officer,Native,1.73,27,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Moving,846,84,1185,714,Talking
Viewer,Native,1.71,30,M,Helmet,T-shirt|backpack,Shorts,Sneakers,None,No,No,None,Moving,27,49,231,573,Talking
Viewer,Native,1.68,38,M,Face mask,Sweater|backpack,Joggers,Sneakers,None,No,No,None,Moving,276,92,498,599,Talking
Viewer,Black,1.70,26,F,Face mask,Seater,Joggers,N.I,None,No,No,None,Moving,454,110,550,564,Talking
Law Officer,Native,1.75,29,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,480,23,771,664,Talking
Viewer,Native,1.71,32,M,Face mask,Shirt|backpack,Jeans,Sneakers,None,No,No,None,Moving,931,77,1120,654,Talking
Law Officer,Black,1.70,33,M,Cap|face mask,Sweater,Pants,N.I,None,No,Gun,None,Moving,1093,22,1280,681,Talking
Law Officer,Black,1.71,35,M,Helmet|face mask,Jacket,N.I,N.I,None,No,No,None,Standing,13,96,309,699,Talking
Viewer,Black,1.73,28,M,Cap|face mask,T-shirt,Pants,N.I,None,No,No,None,Seated,267,503,426,692,Talking
Viewer,Native,1.65,34,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,476,238,568,428,Talking
Viewer,Native,1.66,28,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,470,349,587,636,Talking
Viewer,Black,1.70,24,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,515,427,718,678,Talking
Viewer,Native,1.74,38,M,Face mask,T-shirt,Pants,N.I,None,No,No,None,Seated,548,199,606,325,Talking
Viewer,White,1.70,41,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,641,196,761,447,Talking
Viewer,Native,1.76,24,F,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,739,351,831,570,Talking
Viewer,Native,1.73,27,F,Face mask,Shirt,Pants,N.I,None,No,No,None,Seated,791,388,966,715,Talking
Viewer,Black,1.71,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1000,314,1111,578,Talking
Viewer,Native,1.68,20,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1033,190,1100,312,Talking
Viewer,White,1.70,32,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1092,183,1168,419,Talking
Law Officer,White,1.78,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1,241,145,457,Talking
Law Officer,Native,1.73,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,101,265,139,434,Talking
Law Officer,Native,1.71,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,132,244,229,473,Guarding
Law Officer,White,1.70,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,248,265,315,487,Guarding
Law Officer,White,1.68,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,355,267,437,443,Guarding
Law Officer,Native,1.65,44,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,493,265,539,445,Guarding
Law Officer,Native,1.68,33,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,581,277,614,444,Guarding
Law Officer,Black,1.71,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,610,278,671,443,Guarding
Law Officer,Native,1.72,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,661,267,701,451,Guarding
Law Officer,White,1.68,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,697,308,728,413,Guarding
Law Officer,Native,1.70,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,755,274,796,458,Guarding
Law Officer,Black,1.71,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,797,296,867,436,Guarding
Law Officer,Black,1.73,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,846,278,928,447,Guarding
Law Officer,Native,1.65,46,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,931,291,963,467,Guarding
Law Officer,Native,1.68,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,959,280,1023,432,Guarding
Law Officer,Native,1.70,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1024,282,1076,454,Guarding
Law Officer,Native,1.64,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1058,319,1111,464,Guarding
Law Officer,Native,1.68,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1101,304,1150,458,Guarding
Law Officer,Native,1.71,38,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1148,306,1185,436,Guarding
Law Officer,Native,1.73,40,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1189,309,1228,456,Guarding
Viewer,Native,1.70,22,M,Cap|face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,6,199,114,651,Walking
Viewer,Native,1.68,27,F,Face mask,Shirt,Jeans,N.I,None,No,No,None,Moving,88,128,223,444,Walking
Viewer,Native,1.69,26,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Moving,161,64,222,301,Walking
Viewer,White,1.72,33,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,191,104,319,435,Walking
Viewer,White,1.73,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,270,8,350,213,Walking
Viewer,White,1.75,38,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,302,126,461,512,Walking
Victim,White,1.72,35,M,Face mask,T-shirt|backpack,N.I,N.I,None,Yes,No,None,Standing,383,31,489,256,Idle
Viewer,Native,1.68,34,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,472,61,779,622,Idle
Viewer,Native,1.67,26,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,653,51,767,339,Idle
Viewer,Native,1.68,46,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Moving,726,8,827,283,Walking
Viewer,Native,1.67,35,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,31,412,145,703,Walking
Viewer,Black,1.70,40,M,Face mask,T-shirt,Shorts,N.I,None,No,No,None,Moving,103,404,198,634,Walking
Viewer,Native,1.80,25,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,202,270,328,627,Walking
Viewer,Native,1.75,18,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,381,284,518,606,Walking
Viewer,Native,1.73,21,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,448,291,515,478,Walking
Viewer,Black,1.72,48,F,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,528,288,614,510,Walking
Viewer,Native,1.68,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,540,245,587,387,Walking
Viewer,Black,1.67,26,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,600,253,652,439,Walking
Viewer,Black,1.72,30,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,622,288,714,523,Walking
Viewer,Native,1.70,21,M,Helmet|face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,706,245,768,474,Walking
Viewer,Native,1.73,31,M,Face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,775,266,792,341,Walking
Viewer,Black,1.70,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,803,266,853,434,Walking
Viewer,Native,1.69,26,F,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,874,270,935,454,Walking
Viewer,Black,1.70,30,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,927,253,972,444,Walking
